Time (s),Template length,# TC bonds,# Active template sites (s),# total,# Polymers,# other way of counting Polymers,# Monomers,<pollength/siteidx> avg over polymers,<attached by/polymer length> avg over polymers,<spacing> avg over polymers 
130619,30,30,30,30,29,29,1,0.958805,0.105967,0
138438,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
138438,30,30,30,29,28,28,1,0.963711,0.110579,0
138438,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
138438,30,30,30,29,28,28,1,0.963711,0.110579,0
138438,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
138438,30,30,30,29,28,28,1,0.963711,0.110579,0
138438,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
138924,30,30,30,30,29,29,1,0.964962,0.105699,0
140355,30,29,30,29,28,28,1,0.963711,0.097569,0.0357143
140409,30,30,30,30,29,29,1,0.964962,0.105699,0
143118,30,29,30,29,28,28,1,0.963711,0.107921,0.0357143
143118,30,30,30,29,28,28,1,0.963711,0.109409,0
143777,30,30,30,30,29,29,1,0.964962,0.105699,0
144373,30,30,30,30,29,29,1,0.964962,0.105699,0
147413,30,29,30,29,28,28,1,0.963711,0.107986,0.0357143
147413,30,30,30,29,28,28,1,0.963711,0.109414,0
147674,30,30,30,30,29,29,1,0.964962,0.105699,0
148386,30,30,30,30,29,29,1,0.964962,0.105699,0
151120,30,29,30,29,28,28,1,0.963711,0.100545,0.0357143
151120,30,30,30,29,28,28,1,0.963711,0.107688,0
151182,30,30,30,30,29,29,1,0.964962,0.105699,0
153271,30,29,30,29,28,28,1,0.963711,0.107242,0.0357143
153568,30,30,30,30,29,29,1,0.964962,0.105699,0
154422,30,30,30,30,29,29,1,0.964962,0.105699,0
156255,30,29,30,29,28,28,1,0.963711,0.10501,0.0357143
156332,30,30,30,30,29,29,1,0.964962,0.105699,0
157557,30,30,30,30,29,29,1,0.964962,0.105699,0
159000,30,30,30,29,28,28,1,0.963711,0.109203,0
159178,30,30,30,30,29,29,1,0.964962,0.105699,0
160176,30,30,30,30,29,29,1,0.964962,0.105699,0
162262,30,29,30,29,28,28,1,0.963711,0.10501,0.0357143
162689,30,30,30,30,29,29,1,0.964962,0.105699,0
166090,30,29,30,29,28,28,1,0.963711,0.107373,0.0357143
166090,30,30,30,29,28,28,1,0.963711,0.109357,0
166090,30,29,30,29,28,28,1,0.963711,0.107373,0.0357143
166450,30,30,30,30,29,29,1,0.964962,0.105699,0
169407,30,29,30,29,28,28,1,0.963711,0.10501,0.0357143
169407,30,30,30,29,28,28,1,0.963711,0.108978,0
169952,30,30,30,30,29,29,1,0.964962,0.105699,0
171234,30,29,30,29,28,28,1,0.963711,0.10501,0.0357143
172000,30,30,30,29,28,28,1,0.963711,0.108283,0
172023,30,30,30,30,29,29,1,0.964962,0.105699,0
173947,30,30,30,30,29,29,1,0.964962,0.105699,0
176607,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
176607,30,30,30,29,28,28,1,0.963711,0.110579,0
177000,30,30,30,29,29,29,0,0.964962,0.12294,0
177418,30,30,30,30,29,29,1,0.964962,0.105699,0
181776,30,29,30,29,28,28,1,0.963711,0.0916167,0.0357143
181776,30,30,30,29,28,28,1,0.963711,0.103521,0
181776,30,29,30,29,28,28,1,0.963711,0.0916167,0.0357143
181805,30,30,30,30,29,29,1,0.964962,0.105699,0
191499,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191499,30,30,30,29,28,28,1,0.963711,0.109149,0
191499,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191499,30,30,30,29,28,28,1,0.963711,0.109149,0
191499,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191499,30,30,30,29,28,28,1,0.963711,0.109149,0
191499,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191499,30,30,30,29,28,28,1,0.963711,0.109149,0
191500,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191656,30,30,30,30,29,29,1,0.964962,0.105699,0
192908,30,30,30,30,29,29,1,0.983908,0.104281,0
195953,30,29,30,29,28,28,1,0.983333,0.105029,0.0357143
195953,30,30,30,29,28,28,1,0.983333,0.107777,0
196000,30,30,30,28,27,27,1,0.982716,0.109639,0
196859,30,30,30,30,29,29,1,0.983908,0.104281,0
197975,30,30,30,30,29,29,1,1,0.103275,0
Time (s),Template length,# TC bonds,# Active template sites (s),# total,# Polymers,# other way of counting Polymers,# Monomers,<pollength/siteidx> avg over polymers,<attached by/polymer length> avg over polymers,<spacing> avg over polymers 
0,30,0,30,0,0,0,0,-nan,-nan,29
786.14,30,30,30,30,29,29,1,0.761221,0.1383,0
2190.82,30,29,30,29,28,28,1,0.752693,0.138137,0.0357143
2822.99,30,30,30,30,29,29,1,0.761221,0.1383,0
3840.75,30,30,30,30,29,29,1,0.761221,0.1383,0
5262.5,30,29,30,29,28,28,1,0.752693,0.140688,0.0357143
5464.27,30,30,30,30,29,29,1,0.761221,0.1383,0
6999.81,30,30,30,29,28,28,1,0.772613,0.14057,0
7045.72,30,30,30,30,29,29,1,0.780454,0.136338,0
15940.4,30,29,30,29,28,28,1,0.803225,0.132279,0.0357143
15940.4,30,30,30,29,28,28,1,0.803225,0.13585,0
15940.5,30,29,30,29,28,28,1,0.803225,0.132279,0.0357143
15940.5,30,30,30,29,28,28,1,0.803225,0.13585,0
15940.5,30,29,30,29,28,28,1,0.803225,0.132279,0.0357143
15940.5,30,30,30,29,28,28,1,0.803225,0.13585,0
15940.8,30,29,30,29,28,28,1,0.803225,0.132279,0.0357143
15999.9,30,30,30,29,28,28,1,0.805518,0.134701,0
16584.9,30,30,30,30,29,29,1,0.815677,0.127261,0
18826.8,30,29,30,29,28,28,1,0.809094,0.122878,0.0357143
18878.4,30,30,30,30,29,29,1,0.815677,0.127261,0
19384.8,30,30,30,30,29,29,1,0.82379,0.126637,0
20626,30,30,30,30,29,29,1,0.82379,0.126637,0
22000,30,30,30,29,29,29,0,0.849036,0.140624,0
22001,30,30,30,30,29,29,1,0.849036,0.123383,0
25301.1,30,29,30,29,28,28,1,0.843645,0.126089,0.0357143
25301.1,30,30,30,29,28,28,1,0.843645,0.127874,0
25629.4,30,30,30,30,29,29,1,0.849447,0.123321,0
26268.1,30,30,30,30,29,29,1,0.849447,0.123321,0
28609.5,30,29,30,29,28,28,1,0.867469,0.124154,0.0357143
28999.9,30,30,30,29,28,28,1,0.871265,0.124162,0
29133.7,30,30,30,30,29,29,1,0.875704,0.120264,0
32580.9,30,29,30,29,28,28,1,0.871265,0.117416,0.0357143
32580.9,30,30,30,29,28,28,1,0.871265,0.123369,0
33000,30,29,30,29,28,28,1,0.891666,0.121434,0.0357143
33471,30,30,30,30,29,29,1,0.896344,0.118442,0
34581.6,30,30,30,30,29,29,1,0.911262,0.117452,0
35999.7,30,30,30,29,28,28,1,0.908093,0.119861,0
36067,30,30,30,30,29,29,1,0.911262,0.117452,0
42803.8,30,29,30,29,28,28,1,0.908093,0.119096,0.0357143
42803.8,30,30,30,29,28,28,1,0.908093,0.121476,0
42803.9,30,29,30,29,28,28,1,0.908093,0.119096,0.0357143
42803.9,30,30,30,29,28,28,1,0.908093,0.121476,0
42804,30,29,30,29,28,28,1,0.908093,0.119096,0.0357143
42999.9,30,30,30,29,28,28,1,0.908093,0.121151,0
44000,30,30,30,29,28,28,1,0.908093,0.115694,0
44037.9,30,30,30,30,29,29,1,0.911262,0.117452,0
48482.8,30,29,30,29,28,28,1,0.908093,0.115694,0.0357143
48482.8,30,30,30,29,28,28,1,0.908093,0.120796,0
48483,30,29,30,29,28,28,1,0.908093,0.115694,0.0357143
48612.6,30,30,30,30,29,29,1,0.911262,0.117452,0
56484.2,30,29,30,29,28,28,1,0.908093,0.119546,0.0357143
56484.2,30,30,30,29,28,28,1,0.908093,0.12153,0
56484.3,30,29,30,29,28,28,1,0.908093,0.119546,0.0357143
56484.3,30,30,30,29,28,28,1,0.908093,0.12153,0
56484.4,30,29,30,29,28,28,1,0.908093,0.119546,0.0357143
56484.4,30,30,30,29,28,28,1,0.908093,0.12153,0
56484.6,30,29,30,29,28,28,1,0.908093,0.119546,0.0357143
56892.7,30,30,30,30,29,29,1,0.911262,0.117452,0
59443.3,30,29,30,29,28,28,1,0.908093,0.1184,0.0357143
59443.3,30,30,30,29,28,28,1,0.908093,0.121376,0
59624.6,30,30,30,30,29,29,1,0.911262,0.117452,0
60846.8,30,30,30,30,29,29,1,0.911262,0.117452,0
62841.9,30,29,30,29,28,28,1,0.940236,0.109742,0
62999.9,30,30,30,28,27,27,1,0.940206,0.112656,0
63959.3,30,30,30,30,29,29,1,0.94433,0.106738,0
64572,30,30,30,30,29,29,1,0.94433,0.106738,0
65649.5,30,30,30,30,29,29,1,0.94433,0.106738,0
67081.4,30,29,30,29,28,28,1,0.953821,0.10867,0.0357143
67634.3,30,30,30,30,29,29,1,0.925892,0.121059,0
74780,30,29,30,29,28,28,1,0.923245,0.120919,0.0357143
74780,30,30,30,29,28,28,1,0.923245,0.124887,0
74780,30,29,30,29,28,28,1,0.923245,0.120919,0.0357143
74780,30,30,30,29,28,28,1,0.923245,0.124887,0
74780.1,30,29,30,29,28,28,1,0.923245,0.120919,0.0357143
74780.1,30,30,30,29,28,28,1,0.923245,0.124887,0
75000,30,30,30,29,28,28,1,0.923245,0.123597,0
75999.9,30,30,30,29,29,29,0,0.92776,0.132697,0
77000,30,29,30,29,28,28,1,0.926886,0.109592,0.0357143
77064.1,30,30,30,30,29,29,1,0.929408,0.112709,0
78999.7,30,30,30,29,28,28,1,0.928404,0.114934,0
80000,30,30,30,29,28,28,1,0.929761,0.112194,0
80036.7,30,30,30,30,29,29,1,0.932183,0.110049,0
82952.5,30,29,30,29,28,28,1,0.929761,0.111232,0.0357143
83000,30,30,30,28,27,27,1,0.928427,0.117105,0
83316.2,30,30,30,30,29,29,1,0.933363,0.109319,0
87046.9,30,29,30,29,28,28,1,0.930983,0.110476,0.0357143
87046.9,30,30,30,30,28,28,2,0.930983,0.110476,0
87046.9,30,30,30,29,28,28,1,0.930983,0.112994,0
87294.4,30,30,30,30,29,29,1,0.933363,0.109319,0
88890.8,30,30,30,30,29,29,1,0.933363,0.109319,0
89675.9,30,30,30,30,29,29,1,0.93723,0.108657,0
94045.2,30,29,30,29,28,28,1,0.934988,0.105395,0.0357143
94045.2,30,30,30,29,28,28,1,0.934988,0.111348,0
94045.6,30,29,30,29,28,28,1,0.934988,0.105395,0.0357143
94045.6,30,30,30,29,28,28,1,0.934988,0.111348,0
94156.9,30,30,30,30,29,29,1,0.93723,0.108657,0
95769.8,30,30,30,30,29,29,1,0.93723,0.108657,0
97000,30,30,30,29,28,28,1,0.934988,0.111688,0
97970.9,30,30,30,30,29,29,1,0.93723,0.108657,0
99713.6,30,29,30,29,28,28,1,0.934988,0.110306,0.0357143
99878.7,30,30,30,30,29,29,1,0.93723,0.108657,0
100999,30,30,30,30,28,28,2,0.934988,0.108967,0
101146,30,30,30,30,29,29,1,0.93723,0.108657,0
103365,30,29,30,29,28,28,1,0.934988,0.100633,0.0357143
104000,30,30,30,29,28,28,1,0.935993,0.112025,0
104406,30,30,30,30,29,29,1,0.9382,0.108253,0
109777,30,29,30,29,28,28,1,0.957097,0.108151,0.0357143
109777,30,30,30,29,28,28,1,0.957097,0.109704,0
109777,30,29,30,29,28,28,1,0.957097,0.108151,0.0357143
109777,30,30,30,29,28,28,1,0.957097,0.109704,0
110000,30,30,30,29,28,28,1,0.957097,0.106798,0
110035,30,30,30,30,29,29,1,0.958577,0.105989,0
111906,30,30,30,30,29,29,1,0.958577,0.105989,0
114269,30,29,30,29,28,28,1,0.957097,0.107223,0.0357143
114269,30,30,30,29,28,28,1,0.957097,0.109604,0
114558,30,30,30,30,29,29,1,0.958577,0.105989,0
115929,30,30,30,30,29,29,1,0.958805,0.105967,0
121653,30,29,30,29,28,28,1,0.957333,0.108263,0.0357143
121653,30,30,30,29,28,28,1,0.957333,0.109692,0
121653,30,29,30,29,28,28,1,0.957333,0.108263,0.0357143
121653,30,30,30,29,28,28,1,0.957333,0.109692,0
121654,30,29,30,29,28,28,1,0.957333,0.108263,0.0357143
121960,30,30,30,30,29,29,1,0.958805,0.105967,0
124897,30,29,30,29,28,28,1,0.957333,0.10737,0.0357143
124897,30,30,30,29,28,28,1,0.957333,0.109602,0
125000,30,30,30,30,28,28,2,0.957333,0.105783,0
125150,30,30,30,30,29,29,1,0.958805,0.105967,0
127200,30,29,30,29,28,28,1,0.957333,0.103799,0.0357143
127406,30,30,30,30,29,29,1,0.958805,0.105967,0
129000,30,30,30,29,29,29,0,0.958805,0.123208,0
129017,30,30,30,30,29,29,1,0.958805,0.105967,0
130619,30,30,30,30,29,29,1,0.958805,0.105967,0
138438,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
138438,30,30,30,29,28,28,1,0.963711,0.110579,0
138438,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
138438,30,30,30,29,28,28,1,0.963711,0.110579,0
138438,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
138438,30,30,30,29,28,28,1,0.963711,0.110579,0
138438,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
138924,30,30,30,30,29,29,1,0.964962,0.105699,0
140355,30,29,30,29,28,28,1,0.963711,0.097569,0.0357143
140409,30,30,30,30,29,29,1,0.964962,0.105699,0
143118,30,29,30,29,28,28,1,0.963711,0.107921,0.0357143
143118,30,30,30,29,28,28,1,0.963711,0.109409,0
143777,30,30,30,30,29,29,1,0.964962,0.105699,0
144373,30,30,30,30,29,29,1,0.964962,0.105699,0
147413,30,29,30,29,28,28,1,0.963711,0.107986,0.0357143
147413,30,30,30,29,28,28,1,0.963711,0.109414,0
147674,30,30,30,30,29,29,1,0.964962,0.105699,0
148386,30,30,30,30,29,29,1,0.964962,0.105699,0
151120,30,29,30,29,28,28,1,0.963711,0.100545,0.0357143
151120,30,30,30,29,28,28,1,0.963711,0.107688,0
151182,30,30,30,30,29,29,1,0.964962,0.105699,0
153271,30,29,30,29,28,28,1,0.963711,0.107242,0.0357143
153568,30,30,30,30,29,29,1,0.964962,0.105699,0
154422,30,30,30,30,29,29,1,0.964962,0.105699,0
156255,30,29,30,29,28,28,1,0.963711,0.10501,0.0357143
156332,30,30,30,30,29,29,1,0.964962,0.105699,0
157557,30,30,30,30,29,29,1,0.964962,0.105699,0
159000,30,30,30,29,28,28,1,0.963711,0.109203,0
159178,30,30,30,30,29,29,1,0.964962,0.105699,0
160176,30,30,30,30,29,29,1,0.964962,0.105699,0
162262,30,29,30,29,28,28,1,0.963711,0.10501,0.0357143
162689,30,30,30,30,29,29,1,0.964962,0.105699,0
166090,30,29,30,29,28,28,1,0.963711,0.107373,0.0357143
166090,30,30,30,29,28,28,1,0.963711,0.109357,0
166090,30,29,30,29,28,28,1,0.963711,0.107373,0.0357143
166450,30,30,30,30,29,29,1,0.964962,0.105699,0
169407,30,29,30,29,28,28,1,0.963711,0.10501,0.0357143
169407,30,30,30,29,28,28,1,0.963711,0.108978,0
169952,30,30,30,30,29,29,1,0.964962,0.105699,0
171234,30,29,30,29,28,28,1,0.963711,0.10501,0.0357143
172000,30,30,30,29,28,28,1,0.963711,0.108283,0
172023,30,30,30,30,29,29,1,0.964962,0.105699,0
173947,30,30,30,30,29,29,1,0.964962,0.105699,0
176607,30,29,30,29,28,28,1,0.963711,0.108198,0.0357143
176607,30,30,30,29,28,28,1,0.963711,0.110579,0
177000,30,30,30,29,29,29,0,0.964962,0.12294,0
177418,30,30,30,30,29,29,1,0.964962,0.105699,0
181776,30,29,30,29,28,28,1,0.963711,0.0916167,0.0357143
181776,30,30,30,29,28,28,1,0.963711,0.103521,0
181776,30,29,30,29,28,28,1,0.963711,0.0916167,0.0357143
181805,30,30,30,30,29,29,1,0.964962,0.105699,0
191499,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191499,30,30,30,29,28,28,1,0.963711,0.109149,0
191499,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191499,30,30,30,29,28,28,1,0.963711,0.109149,0
191499,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191499,30,30,30,29,28,28,1,0.963711,0.109149,0
191499,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191499,30,30,30,29,28,28,1,0.963711,0.109149,0
191500,30,29,30,29,28,28,1,0.963711,0.105902,0.0357143
191656,30,30,30,30,29,29,1,0.964962,0.105699,0
192908,30,30,30,30,29,29,1,0.983908,0.104281,0
195953,30,29,30,29,28,28,1,0.983333,0.105029,0.0357143
195953,30,30,30,29,28,28,1,0.983333,0.107777,0
196000,30,30,30,28,27,27,1,0.982716,0.109639,0
196859,30,30,30,30,29,29,1,0.983908,0.104281,0
197975,30,30,30,30,29,29,1,1,0.103275,0
